MAG ID	N50 length	Depth	Completeness	group	group2
SD1.bin049	111112	37.98	97.32	90	>90
AH1.bin117	110878	141.77	92.54	90	>90
XZ1.bin023	110877	19.43	92.49	90	>90
SX5.bin026	110733	192.69	88.81	80	>80
SX5.bin051	110503	307.59	78.72	70	>70
AH1.bin088	110206	107.14	89.36	80	>80
AH1.bin166	110124	31.7	94.52	90	>90
AH5.bin083	110026	37.24	97.13	90	>90
JL4.bin149	109954	32.8	94.09	90	>90
JL2.bin161	109674	27.86	73.1	70	>70
JL4.bin034	109666	20.76	82.38	80	>80
SX2.bin150	109502	591.37	71.51	70	>70
GX3.bin150	109330	18.3	78.3	70	>70
JL4.bin043	109325	20.03	73.49	70	>70
SX3.bin114	109276	26.35	93.96	90	>90
SX5.bin087	109233	47.6	78.43	70	>70
XZ5.bin010	109180	78.43	85.44	80	>80
JL4.bin074	109143	38.78	97.09	90	>90
AH5.bin006	109004	22.03	74.54	70	>70
AH4.bin015	108981	58.45	79.29	70	>70
SX2.bin113	108892	52.98	93.71	90	>90
JL3.bin010	108851	24.68	75.86	70	>70
AH1.bin116	108800	29.59	81.64	80	>80
SX1.bin053	108759	24.3	87.71	80	>80
SX4.bin106	108568	19.2	90.23	90	>90
SD1.bin040	108475	19.14	86.25	80	>80
JL1.bin054	108433	67.31	98.6	90	>90
SD1.bin165	108401	56.58	94.28	90	>90
SD2.bin128	108345	17.39	85.49	80	>80
GX5.bin102	108169	27.06	83.15	80	>80
JL4.bin018	108117	49.66	88.83	80	>80
AH4.bin180	108040	147.88	82.57	80	>80
GX5.bin054	108031	73.78	98.82	90	>90
XZ4.bin049	108021	32.77	70.31	70	>70
SX4.bin067	107984	21.27	90.37	90	>90
SX4.bin002	107962	22.86	84.13	80	>80
XZ3.bin121	107958	39.02	87.92	80	>80
XZ3.bin001	107919	28.79	92.62	90	>90
GX3.bin154	107832	102.98	74.19	70	>70
JL3.bin039	107830	55.89	76.22	70	>70
SD5.bin011	107768	118.75	88.59	80	>80
SD4.bin048	107649	216.4	93.51	90	>90
AH1.bin023	107558	195.33	96.68	90	>90
SX1.bin113	107486	22.01	99.88	90	>90
XZ5.bin070	107379	24.13	96.26	90	>90
AH3.bin154	107342	44.54	87.4	80	>80
SD2.bin001	107292	123.84	90.8	90	>90
GX4.bin046	107265	141.73	77.7	70	>70
SX3.bin057	107197	32.04	80.19	80	>80
XZ2.bin046	106993	69.98	93.82	90	>90
AH3.bin003	106967	285.37	70.17	70	>70
SD5.bin156	106776	149.51	97.82	90	>90
JL3.bin003	106730	90.13	96.82	90	>90
XZ4.bin103	106720	53.78	75.08	70	>70
SD1.bin034	106617	54.52	86.28	80	>80
XZ2.bin059	106338	87.86	97.92	90	>90
JL2.bin092	106305	47.2	75.71	70	>70
XZ5.bin127	106238	63.59	97.24	90	>90
AH4.bin025	106184	48.71	91.58	90	>90
JL5.bin034	106157	1032.64	100	90	>90
AH3.bin147	106139	44.96	91.94	90	>90
AH2.bin170	105961	211.02	93.59	90	>90
SD4.bin138	105888	103.94	74.88	70	>70
GX1.bin111	105864	31.03	77.87	70	>70
SD1.bin151	105830	51.07	92.57	90	>90
JL2.bin029	105687	19.64	99.69	90	>90
AH5.bin038	105616	24.15	80.43	80	>80
GX3.bin024	105538	22.96	79.87	70	>70
SD2.bin131	105504	313.22	86.62	80	>80
XZ5.bin132	105459	18.63	76.21	70	>70
SD2.bin002	105451	21.73	91.8	90	>90
SD2.bin095	105443	143.14	80.07	80	>80
XZ2.bin055	105442	316.44	95.66	90	>90
SD3.bin125	105412	63.45	91.32	90	>90
GX2.bin012	105351	26.86	95.71	90	>90
GX4.bin131	105347	22.19	92.62	90	>90
GX2.bin074	105329	174	79.65	70	>70
SD4.bin167	105323	423.68	90.87	90	>90
AH3.bin186	105182	17.53	91.57	90	>90
XZ4.bin092	105126	68.04	77.63	70	>70
SX5.bin031	105093	104.12	91.79	90	>90
AH5.bin094	104991	75.18	94.63	90	>90
AH5.bin158	104839	25.68	75.59	70	>70
JL2.bin159	104831	150.88	97.76	90	>90
XZ1.bin087	104753	28.65	95.05	90	>90
GX2.bin103	104660	23.64	80.34	80	>80
AH3.bin184	104589	45.1	96.14	90	>90
AH1.bin008	104471	31.95	79.98	70	>70
XZ4.bin027	104468	42.29	89.1	80	>80
JL4.bin047	104465	28.68	100	90	>90
AH2.bin201	104362	82.4	80.76	80	>80
JL2.bin051	104269	66.5	89.69	80	>80
AH5.bin133	104157	163.24	72.6	70	>70
SD1.bin085	104006	18.85	70.02	70	>70
XZ1.bin145	103927	20.45	73.15	70	>70
JL3.bin106	103816	78.65	88.89	80	>80
JL4.bin112	103683	147.54	83.61	80	>80
AH4.bin185	103642	26.93	91.94	90	>90
SX3.bin049	103637	24.41	98.15	90	>90
SD2.bin074	103467	214.12	84.88	80	>80
SD2.bin157	103408	34.79	86.23	80	>80
AH1.bin030	103289	53.15	90.6	90	>90
SD3.bin112	103277	118.73	87.84	80	>80
JL1.bin097	103224	41.88	95.71	90	>90
GX3.bin184	103176	25.08	94.41	90	>90
GX5.bin122	103173	467.78	86.3	80	>80
SD4.bin179	102984	27.16	76.75	70	>70
AH5.bin165	102942	185.7	75.06	70	>70
SD5.bin009	102910	35.33	85.38	80	>80
AH1.bin157	102830	51.36	88.6	80	>80
SX5.bin047	102827	30.03	98.33	90	>90
SX4.bin012	102801	97.11	86.79	80	>80
XZ1.bin114	102758	40.71	89.42	80	>80
SX2.bin133	102730	21.25	96.96	90	>90
SD2.bin069	102666	17.12	96.53	90	>90
XZ4.bin147	102618	747.96	72.6	70	>70
GX5.bin006	102504	24.65	91.7	90	>90
XZ2.bin010	102423	20.47	97.2	90	>90
SX4.bin103	102383	23.08	86.31	80	>80
AH4.bin143	102365	21.54	89.45	80	>80
AH4.bin117	102210	75.1	96.49	90	>90
AH2.bin194	102208	21.33	93.87	90	>90
AH3.bin188	102085	50.53	88.37	80	>80
GX1.bin102	101970	44.08	78.64	70	>70
SD5.bin141	101821	34.94	75.26	70	>70
AH5.bin129	101817	157.79	94.52	90	>90
AH5.bin102	101681	27.15	77.4	70	>70
GX3.bin093	101652	122.29	71.11	70	>70
XZ4.bin106	101568	21.63	94.95	90	>90
AH1.bin108	101561	33.1	90.16	90	>90
AH1.bin028	101554	29.56	95.08	90	>90
GX4.bin047	101337	76.53	91.83	90	>90
SD2.bin045	101237	97.91	89.92	80	>80
XZ2.bin137	101153	40.11	85.23	80	>80
SX4.bin102	101127	64.09	91.98	90	>90
AH3.bin211	101079	74.19	94.85	90	>90
SX3.bin059	100899	55.07	80.38	80	>80
GX2.bin122	100763	186.77	94.94	90	>90
SD5.bin036	100716	43.98	98.6	90	>90
GX5.bin088	100567	304.84	98.32	90	>90
AH5.bin039	100539	44.41	77.92	70	>70
XZ2.bin008	100313	36.25	86.79	80	>80
SX2.bin041	100251	38.06	89.01	80	>80
XZ1.bin134	99940	24.75	94.76	90	>90
SD4.bin139	99836	56.08	95.06	90	>90
AH3.bin164	99797	59.36	72.24	70	>70
GX1.bin008	99786	128.46	77.38	70	>70
JL1.bin181	99655	301.2	91.7	90	>90
SD1.bin192	99487	33.48	97.99	90	>90
SD3.bin141	99365	48.39	88.76	80	>80
AH1.bin041	99252	24.5	97.34	90	>90
AH2.bin107	99180	145.93	94.63	90	>90
JL2.bin057	99168	57.89	75.4	70	>70
JL4.bin158	99119	91.65	92.38	90	>90
AH4.bin146	99118	88.39	92.72	90	>90
AH4.bin045	99109	56.07	78.96	70	>70
XZ4.bin108	98999	87.85	76.91	70	>70
SX2.bin104	98976	318.07	93.36	90	>90
XZ1.bin054	98966	31.26	97.04	90	>90
XZ4.bin063	98952	19.1	70.2	70	>70
SX3.bin105	98951	20.44	94.27	90	>90
JL1.bin067	98831	29.23	90.11	90	>90
SX2.bin158	98813	160.72	85.97	80	>80
GX2.bin147	98790	92.87	97.9	90	>90
SD1.bin202	98760	29.46	87.33	80	>80
JL5.bin119	98684	102.54	74.82	70	>70
SD4.bin060	98596	76.02	76.05	70	>70
SX5.bin043	98538	21.96	96.38	90	>90
AH4.bin091	98533	111.96	95.27	90	>90
SX5.bin015	98525	25.5	94.15	90	>90
XZ3.bin039	98450	40.52	87.56	80	>80
SX1.bin083	98413	482.24	89.52	80	>80
AH4.bin199	98113	71.64	94.23	90	>90
SD1.bin080	98036	52.32	89.33	80	>80
AH1.bin007	98008	36.62	90.5	90	>90
GX2.bin120	97840	32.91	86.62	80	>80
SD2.bin026	97764	42.25	95.08	90	>90
JL2.bin068	97660	42.32	74.76	70	>70
AH2.bin006	97575	27.46	77.52	70	>70
AH3.bin214	97575	101.09	74.5	70	>70
GX2.bin136	97564	27.52	92.62	90	>90
AH4.bin154	97462	372.4	95.63	90	>90
AH3.bin153	97302	30.33	74.27	70	>70
GX5.bin136	97187	18.94	97.67	90	>90
SD1.bin023	97133	24.4	84.12	80	>80
XZ4.bin126	96946	32.29	78.1	70	>70
SX5.bin014	96876	29.26	89.26	80	>80
JL5.bin084	96801	31.82	70.25	70	>70
GX1.bin061	96745	21.03	95.16	90	>90
JL1.bin153	96651	100.72	90.97	90	>90
GX3.bin094	96644	25.18	95.7	90	>90
SD3.bin033	96586	35.22	94.41	90	>90
JL5.bin051	96560	46.56	91.95	90	>90
SD2.bin166	96474	279.98	97.85	90	>90
SX3.bin005	96447	91.69	89.82	80	>80
AH4.bin014	96431	49.75	77.18	70	>70
SX3.bin113	96290	51.97	72.58	70	>70
GX5.bin028	96210	70.66	97.36	90	>90
GX4.bin041	96158	22.93	96.76	90	>90
XZ4.bin156	95919	22.74	88.35	80	>80
AH3.bin148	95896	230.85	99.97	90	>90
JL5.bin007	95889	25.71	94.63	90	>90
JL2.bin167	95867	242.55	83.17	80	>80
AH1.bin114	95844	30.47	74.72	70	>70
SX4.bin042	95791	321.44	100	90	>90
AH1.bin138	95726	20.95	95.75	90	>90
SX5.bin042	95706	21.31	94.71	90	>90
SD1.bin109	95685	36.59	78.78	70	>70
SX2.bin143	95625	30.67	88.16	80	>80
SX2.bin140	95568	463.17	73.31	70	>70
AH3.bin165	95351	56.25	95.8	90	>90
AH3.bin029	95349	17.57	97.72	90	>90
AH1.bin137	95324	19.57	87.43	80	>80
SD4.bin040	95272	23.77	84.94	80	>80
SD2.bin081	95266	74.93	97.55	90	>90
AH4.bin081	95214	41.32	70.97	70	>70
SD1.bin134	95208	43.3	93.54	90	>90
GX3.bin163	95205	23.5	83.89	80	>80
AH2.bin164	95161	99.16	82.6	80	>80
SD3.bin018	95109	73.29	90.49	90	>90
SD5.bin142	95062	58.43	92.2	90	>90
AH4.bin028	94892	61.06	94.39	90	>90
GX4.bin123	94873	255.71	92.45	90	>90
SX5.bin111	94736	20.49	95.4	90	>90
SD5.bin148	94649	27.72	89.04	80	>80
SX1.bin092	94594	24.38	96.41	90	>90
AH2.bin165	94574	155.92	90.67	90	>90
GX4.bin008	94536	33.27	94.76	90	>90
SX5.bin057	94507	41.4	91.77	90	>90
JL5.bin101	94480	27.46	92.91	90	>90
GX2.bin001	94470	109.18	84.12	80	>80
GX4.bin114	94422	113.47	84.12	80	>80
JL3.bin049	94401	40.41	87.58	80	>80
AH5.bin171	94368	19.93	78.1	70	>70
AH3.bin179	94167	35.52	100	90	>90
JL5.bin155	94152	25.58	84.27	80	>80
XZ3.bin004	94035	24.77	84.4	80	>80
JL2.bin146	94008	49.28	93.29	90	>90
GX3.bin048	93988	161.22	77	70	>70
AH1.bin078	93873	20.81	83.49	80	>80
JL3.bin046	93730	234.26	74.63	70	>70
SD2.bin047	93701	20.22	92.31	90	>90
GX3.bin171	93696	30.13	73.64	70	>70
XZ1.bin064	93638	55.65	93.71	90	>90
SD2.bin177	93605	26.47	90.56	90	>90
XZ2.bin018	93604	27.36	95.82	90	>90
SX5.bin061	93591	19.26	95.59	90	>90
SD1.bin199	93519	21.58	87.64	80	>80
AH4.bin135	93467	58.04	90.98	90	>90
GX4.bin006	93457	64.92	98.3	90	>90
GX1.bin065	93410	25.07	80.83	80	>80
JL2.bin180	93405	30.57	89.37	80	>80
AH2.bin119	93330	267.2	92.06	90	>90
XZ1.bin006	93281	197.06	70.61	70	>70
GX3.bin015	93275	327.68	89.18	80	>80
SD1.bin090	93274	29.68	97.55	90	>90
AH2.bin087	93247	110.6	93.06	90	>90
AH5.bin012	93237	239.19	91.87	90	>90
SD1.bin025	93211	28.66	87.49	80	>80
XZ4.bin098	93172	32.73	78.9	70	>70
SD1.bin065	93170	222.08	95.97	90	>90
AH3.bin144	93138	597.37	93.54	90	>90
GX3.bin128	92706	25.67	94.62	90	>90
JL1.bin121	92646	27.4	88.71	80	>80
AH2.bin122	92540	83.05	91.19	90	>90
JL2.bin105	92480	102.46	87.56	80	>80
JL5.bin108	92403	129.44	92.85	90	>90
XZ1.bin140	92356	34.18	91.92	90	>90
SX3.bin023	92329	118.28	96.15	90	>90
GX1.bin045	92283	38.04	92.17	90	>90
SX4.bin011	92253	68.36	87.91	80	>80
AH4.bin181	92209	21.51	80.07	80	>80
GX2.bin121	92145	44.74	98.39	90	>90
JL5.bin071	92128	19.37	81.28	80	>80
AH2.bin117	92082	19.73	93.55	90	>90
AH5.bin010	92078	70.31	88	80	>80
JL1.bin145	91944	40.52	95.16	90	>90
GX1.bin112	91851	276.66	98.99	90	>90
JL2.bin163	91840	75.4	97.85	90	>90
JL2.bin120	91775	63.22	92.76	90	>90
JL5.bin013	91750	47.39	86.63	80	>80
XZ1.bin096	91736	158.04	88.82	80	>80
AH3.bin217	91693	43.12	90.25	90	>90
XZ2.bin117	91684	19.13	86.81	80	>80
AH1.bin021	91649	22.6	94.57	90	>90
GX4.bin144	91640	62.85	92.81	90	>90
SD1.bin153	91619	42.93	82.42	80	>80
AH3.bin139	91410	260.55	93.03	90	>90
AH3.bin157	91367	95.29	89.18	80	>80
SX2.bin027	91296	44.74	82.76	80	>80
AH3.bin220	91255	19.6	74.26	70	>70
JL5.bin096	91230	28.94	97.97	90	>90
AH2.bin044	91147	74.05	84.86	80	>80
JL2.bin121	91146	506.99	70.85	70	>70
GX5.bin095	91144	24.55	81.88	80	>80
SD3.bin103	91122	38.99	91.63	90	>90
JL3.bin019	91118	38.55	95.75	90	>90
SX5.bin099	91110	61.02	89.79	80	>80
JL2.bin054	91102	66.82	95.16	90	>90
GX5.bin092	91046	83.78	89.72	80	>80
XZ4.bin082	90943	20.86	88.36	80	>80
AH4.bin024	90916	120.87	89.29	80	>80
SX4.bin028	90868	55.26	93.55	90	>90
JL1.bin115	90828	35.32	70.47	70	>70
SD3.bin156	90695	83.86	87.96	80	>80
XZ5.bin092	90664	31.45	97.68	90	>90
JL1.bin086	90563	83.72	92.93	90	>90
JL5.bin151	90540	21.51	75.68	70	>70
AH3.bin169	90516	61.4	80.88	80	>80
AH3.bin189	90494	19.06	72.07	70	>70
JL5.bin081	90458	19.53	83.94	80	>80
AH4.bin156	90456	21.65	94.63	90	>90
JL4.bin050	90420	83.5	97.09	90	>90
XZ5.bin020	90370	33.37	80.54	80	>80
JL2.bin091	90215	53.54	96.64	90	>90
AH2.bin073	90197	26	70.7	70	>70
XZ4.bin174	90118	19.66	77.24	70	>70
SX5.bin068	90102	30.85	80.72	80	>80
JL1.bin112	90059	33.82	91.28	90	>90
AH2.bin204	90057	213.7	91.61	90	>90
SX1.bin037	90044	20.5	84.95	80	>80
AH4.bin136	90020	40.74	95.97	90	>90
XZ5.bin074	89992	160.75	85.24	80	>80
JL2.bin025	89973	51.12	94.28	90	>90
AH2.bin071	89922	22.88	83.39	80	>80
SD4.bin165	89922	139.29	97.74	90	>90
GX2.bin053	89832	23.86	96.09	90	>90
SD5.bin099	89761	334.34	94.02	90	>90
GX4.bin154	89700	31.69	82.33	80	>80
AH4.bin066	89618	27.64	86.83	80	>80
XZ3.bin041	89601	27.25	90.53	90	>90
AH4.bin132	89565	152.77	76	70	>70
SD2.bin033	89409	123.14	91.22	90	>90
SX4.bin044	89368	32.88	93.46	90	>90
GX2.bin082	89348	56.78	96	90	>90
SX5.bin034	89238	44.76	90.28	90	>90
JL5.bin157	89091	44.92	88	80	>80
SX1.bin074	89019	73.33	91.83	90	>90
SX3.bin144	89003	116.05	83.22	80	>80
XZ4.bin067	88948	19.1	96.64	90	>90
SD1.bin054	88931	48.28	96.33	90	>90
AH2.bin016	88788	19.36	89.82	80	>80
GX3.bin134	88720	21.9	70.53	70	>70
AH3.bin114	88673	40.61	100	90	>90
AH2.bin143	88647	27.92	86.81	80	>80
SX4.bin107	88633	73.7	70.15	70	>70
JL2.bin128	88508	29.36	72.48	70	>70
SX3.bin121	88462	142.23	93.36	90	>90
GX5.bin061	88439	23.41	96.92	90	>90
JL5.bin027	88336	102.13	94.07	90	>90
GX1.bin109	88308	41.67	95.08	90	>90
AH3.bin048	88304	27	89.49	80	>80
AH1.bin074	88290	69.39	79.62	70	>70
AH1.bin146	88256	39.96	79.46	70	>70
GX1.bin069	88252	272.93	86.79	80	>80
AH1.bin083	88236	33.13	76.29	70	>70
JL2.bin142	88221	24.11	87.9	80	>80
SD2.bin014	88215	26.79	70.06	70	>70
JL4.bin129	88210	107.75	92.45	90	>90
SD5.bin073	88166	74.78	74.43	70	>70
JL4.bin151	88129	22.87	89.15	80	>80
XZ4.bin068	88092	78.78	94.66	90	>90
AH2.bin017	88073	242.86	91.37	90	>90
GX5.bin087	87978	50.33	91.26	90	>90
JL4.bin002	87972	156.29	96.84	90	>90
AH3.bin041	87930	88.73	94.41	90	>90
AH1.bin122	87917	58.31	95.08	90	>90
AH3.bin058	87902	23.52	93.83	90	>90
AH5.bin093	87888	69.14	89.26	80	>80
AH1.bin056	87878	55.05	85.67	80	>80
SD3.bin115	87876	25.82	88.59	80	>80
AH3.bin210	87837	25.81	96.21	90	>90
XZ5.bin004	87806	102.05	74.97	70	>70
GX5.bin076	87703	29.71	94.25	90	>90
GX3.bin137	87689	49.01	95.08	90	>90
JL5.bin016	87681	19.78	89.52	80	>80
XZ2.bin020	87647	81.83	92.86	90	>90
AH3.bin170	87606	47.54	84.07	80	>80
SX4.bin021	87494	39.92	92.63	90	>90
SD4.bin092	87447	65.4	96.28	90	>90
SD3.bin007	87404	21.43	95.82	90	>90
SD2.bin133	87395	28.16	97.31	90	>90
AH4.bin052	87302	33.34	77.2	70	>70
JL2.bin148	87222	23.55	73.25	70	>70
JL1.bin136	87215	326.48	87.48	80	>80
SD3.bin110	87211	28.16	92.52	90	>90
SD5.bin020	87198	59.32	94.3	90	>90
AH2.bin188	87137	58.51	92.1	90	>90
XZ4.bin036	87129	42.29	94.41	90	>90
GX1.bin048	87115	49.1	75.62	70	>70
SX2.bin105	87082	37.5	89.97	80	>80
AH4.bin019	87040	39.92	78.81	70	>70
XZ1.bin033	87002	21.65	87.11	80	>80
JL2.bin132	86925	75.68	83	80	>80
SD3.bin179	86852	20.87	84.68	80	>80
SD4.bin049	86793	48.98	95.83	90	>90
AH5.bin060	86758	33.28	85.79	80	>80
AH2.bin002	86757	17.97	70.16	70	>70
SD2.bin147	86600	67.84	90.04	90	>90
JL2.bin027	86581	714.56	89.35	80	>80
SX4.bin061	86498	25.01	85.57	80	>80
XZ5.bin023	86437	43.54	78.52	70	>70
XZ3.bin066	86402	33.75	73.93	70	>70
SD1.bin015	86382	41.41	74.61	70	>70
GX1.bin056	86369	33.19	92.59	90	>90
JL1.bin174	86345	23.91	95.59	90	>90
JL2.bin181	86239	52.9	77.85	70	>70
GX2.bin160	86185	65.68	78.03	70	>70
JL1.bin172	86166	20.09	95.8	90	>90
AH1.bin158	86132	87.32	92.39	90	>90
GX1.bin046	86115	18.53	88.2	80	>80
JL3.bin056	86099	128.18	86.58	80	>80
JL2.bin024	86086	106.64	94.41	90	>90
AH5.bin127	86075	24.77	86.87	80	>80
GX4.bin067	85975	30.45	91.81	90	>90
SD1.bin027	85963	26.67	95.4	90	>90
XZ2.bin146	85867	384.43	70.63	70	>70
SX2.bin115	85807	44.35	90.23	90	>90
GX5.bin121	85738	20.88	88.09	80	>80
SD5.bin077	85726	18	92.42	90	>90
SD4.bin162	85704	17.08	96.63	90	>90
SD3.bin129	85604	21.56	96.24	90	>90
JL5.bin046	85591	40.58	81.33	80	>80
GX3.bin010	85583	73.37	95.73	90	>90
SD2.bin151	85565	122.78	82.96	80	>80
XZ1.bin106	85511	40.78	95.36	90	>90
AH5.bin007	85483	40.28	97.86	90	>90
GX1.bin162	85476	23.08	83.35	80	>80
GX4.bin016	85474	70.68	95.03	90	>90
AH3.bin209	85379	32.94	75.44	70	>70
JL5.bin102	85363	35.13	94.48	90	>90
JL5.bin024	85340	70.08	92.33	90	>90
SD5.bin125	85260	22.78	90.72	90	>90
AH1.bin076	85198	20.11	87.58	80	>80
GX3.bin156	85179	84.82	89.11	80	>80
AH2.bin190	85073	799.21	93.82	90	>90
JL4.bin094	85023	55.58	95.3	90	>90
AH2.bin074	85011	37.38	79.53	70	>70
XZ3.bin082	85000	32.1	78.41	70	>70
AH4.bin112	84991	53.56	75.77	70	>70
AH2.bin055	84967	19.67	91.61	90	>90
SD2.bin180	84882	66.02	92.96	90	>90
GX3.bin016	84879	31.53	89.13	80	>80
SD3.bin202	84841	472.88	100	90	>90
SX4.bin007	84841	454.14	70.11	70	>70
SD4.bin057	84816	40.4	89.19	80	>80
XZ3.bin114	84816	17.58	95.3	90	>90
SD5.bin023	84793	28.75	73.83	70	>70
GX1.bin059	84779	65.57	93.33	90	>90
SX2.bin006	84776	18.68	77.46	70	>70
AH1.bin079	84730	275.22	95.35	90	>90
SD3.bin094	84655	18.89	88.3	80	>80
JL5.bin163	84654	21.4	94.11	90	>90
XZ5.bin017	84519	31.78	94.35	90	>90
AH3.bin021	84513	18.81	76.88	70	>70
JL1.bin065	84479	29.71	86.12	80	>80
GX3.bin063	84477	35.69	92.51	90	>90
SD1.bin136	84466	114.66	89.01	80	>80
SD2.bin122	84466	233.38	89.01	80	>80
AH5.bin009	84419	24.72	88.81	80	>80
AH2.bin151	84412	31.02	95.75	90	>90
SX1.bin093	84409	19.6	71.56	70	>70
GX5.bin093	84351	28.94	89.47	80	>80
GX1.bin078	84269	26.65	84.56	80	>80
AH1.bin173	84189	32.68	70.22	70	>70
SD1.bin110	84174	22.84	97.31	90	>90
AH3.bin088	84115	22.08	91.26	90	>90
SX3.bin120	83983	74.1	74.16	70	>70
AH4.bin194	83903	18.64	88.89	80	>80
AH5.bin015	83869	56.76	89.7	80	>80
GX2.bin025	83868	46.71	94.39	90	>90
GX3.bin054	83819	22.33	95.02	90	>90
GX3.bin164	83806	75.17	100	90	>90
GX2.bin045	83765	249.8	90.65	90	>90
AH2.bin145	83717	49.1	96.29	90	>90
GX3.bin085	83676	29.91	87.33	80	>80
GX5.bin026	83630	349.8	71.06	70	>70
XZ5.bin104	83546	32.88	95.02	90	>90
AH4.bin174	83541	40.67	92.35	90	>90
GX3.bin116	83532	23.7	92.91	90	>90
XZ4.bin154	83419	38.26	96.64	90	>90
JL5.bin002	83359	91.28	85.82	80	>80
GX1.bin145	83319	20.83	94.28	90	>90
XZ4.bin158	83241	78.45	90.81	90	>90
SD2.bin137	83207	189.77	91.95	90	>90
AH5.bin125	83189	23.87	87.67	80	>80
AH3.bin067	83178	144.37	94.48	90	>90
SD5.bin137	83037	20.43	91.4	90	>90
AH2.bin083	82989	18.81	93.26	90	>90
JL4.bin005	82974	55.09	94.48	90	>90
AH2.bin050	82926	37.46	90.94	90	>90
SD1.bin030	82847	97.98	95.4	90	>90
JL1.bin076	82696	19.6	73.1	70	>70
AH1.bin144	82643	17.3	87.98	80	>80
AH2.bin111	82619	24.56	72.24	70	>70
GX5.bin110	82554	100.56	95.98	90	>90
XZ4.bin089	82534	25.37	85.66	80	>80
AH1.bin037	82493	274.8	89.52	80	>80
SD4.bin137	82475	26.13	94.55	90	>90
SX4.bin005	82458	24.71	99.33	90	>90
AH2.bin168	82395	19.11	70.8	70	>70
SX3.bin076	82367	99.54	86.49	80	>80
SD4.bin144	82357	363.61	81.82	80	>80
XZ1.bin080	82344	70.11	92.14	90	>90
SD1.bin133	82333	23.81	96.7	90	>90
JL3.bin032	82272	25.1	84.42	80	>80
GX5.bin017	82250	27.36	81.18	80	>80
JL3.bin072	82196	136.54	94.24	90	>90
XZ2.bin087	82151	22.3	89.37	80	>80
XZ2.bin080	82079	37.46	91.86	90	>90
GX1.bin159	82047	150.48	90.51	90	>90
SX3.bin099	81934	28.73	92.69	90	>90
SX2.bin016	81923	26.8	89.54	80	>80
XZ4.bin134	81895	59.43	89.01	80	>80
SX5.bin071	81803	28	93.2	90	>90
AH2.bin120	81783	21.38	89.48	80	>80
GX1.bin047	81772	65.03	71	70	>70
SD3.bin102	81722	59.41	93.06	90	>90
SD1.bin181	81683	33.68	97.32	90	>90
AH2.bin062	81675	81.42	81.52	80	>80
SD5.bin120	81646	120.75	91.27	90	>90
XZ1.bin142	81531	91.47	96.76	90	>90
JL2.bin056	81518	309.97	89.01	80	>80
GX3.bin132	81509	19.49	88.7	80	>80
XZ4.bin075	81488	41.27	84.68	80	>80
JL1.bin117	81451	43.28	94.26	90	>90
AH3.bin141	81450	80.84	97.2	90	>90
AH2.bin034	81392	198.59	70.37	70	>70
AH4.bin122	81345	57.23	93.51	90	>90
SD5.bin006	81299	20.31	84.52	80	>80
JL5.bin056	81260	20.77	92.83	90	>90
AH2.bin013	81250	56.38	91.15	90	>90
XZ1.bin031	81249	164.77	81.75	80	>80
AH3.bin066	81236	38.6	74.32	70	>70
GX1.bin124	81231	127.07	74.29	70	>70
XZ1.bin085	81199	297.21	95.75	90	>90
GX2.bin129	81135	20.36	89.54	80	>80
SD4.bin157	81119	64.11	94.62	90	>90
XZ4.bin122	81096	89.33	81.55	80	>80
SX3.bin014	81087	36.53	100	90	>90
AH4.bin121	81032	79.52	80.52	80	>80
AH2.bin113	81030	87.67	95.24	90	>90
SX5.bin009	81029	116.2	85.79	80	>80
AH4.bin013	80977	78.86	75.07	70	>70
AH5.bin151	80959	59.82	95.08	90	>90
SD2.bin123	80952	31.15	93.26	90	>90
AH3.bin069	80925	24.85	86.8	80	>80
JL3.bin007	80924	26.51	80.3	80	>80
SX2.bin015	80885	24.73	85.63	80	>80
XZ5.bin101	80867	58.7	74.33	70	>70
SX1.bin020	80820	68.26	98.02	90	>90
XZ3.bin023	80798	40.25	72.15	70	>70
XZ5.bin037	80785	99.25	90.05	90	>90
GX1.bin154	80697	67.97	81.47	80	>80
JL4.bin059	80677	94.25	97.32	90	>90
JL5.bin049	80674	209.07	92.31	90	>90
AH4.bin018	80606	937.58	91.67	90	>90
GX1.bin155	80600	33.53	78.9	70	>70
SD3.bin042	80575	36.92	81.43	80	>80
JL5.bin060	80554	21.01	87.02	80	>80
AH2.bin177	80523	33.33	88.89	80	>80
XZ4.bin136	80495	40.75	73.48	70	>70
AH5.bin004	80492	22.15	80.54	80	>80
SD5.bin007	80479	552.02	72.15	70	>70
JL1.bin075	80443	23.61	96.46	90	>90
XZ1.bin153	80332	34.34	87.35	80	>80
JL5.bin153	80292	32.57	97.09	90	>90
GX2.bin104	80281	28.77	91.61	90	>90
XZ3.bin073	80150	19.25	93.93	90	>90
AH1.bin039	80060	42.27	93.74	90	>90
SX4.bin025	80041	460.96	76.27	70	>70
SX5.bin103	79911	25.18	72.57	70	>70
SX3.bin041	79903	129.03	89.45	80	>80
AH4.bin074	79840	43.27	87.84	80	>80
GX3.bin123	79831	43.11	93.23	90	>90
SX3.bin044	79809	60.05	77.94	70	>70
SD5.bin090	79796	80.69	96.63	90	>90
AH1.bin061	79667	54.95	82.1	80	>80
JL5.bin158	79628	149.75	71.81	70	>70
JL4.bin093	79620	163.2	92.91	90	>90
